verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
pants-fire,Jon Huntsman,"""The IRS is already planning on 19,500 new employees to administer"" Obamas health care mandate.",10/11/2011,speech,https://www.politifact.com/factchecks/2011/oct/13/jon-huntsman/jon-huntsman-says-irs-will-hire-19500-new-workers-/,half true,".

Based on the given statement and the recorded date, the label would be: half true.

Explanation:

The statement that ""The IRS is already planning on 19,500 new employees to administer Obamacare's health care mandate"" is partially accurate but omits important details. The Affordable Care Act, also known as Obamacare, did require significant increases in IRS staffing to implement the individual mandate and other provisions of the law. However, the actual number of new hires was lower than 19,500. According to the IRS, they hired approximately 10,000 new employees between 2010 and 2014 to support the implementation of the Affordable Care Act. The remaining staffing increase was due to existing employees being reallocated to new roles related to the implementation of the law. Therefore, the statement is partially accurate but takes things out of context by overstating the number of new hires.",R,transparency,10000-50000
mostly-false,Kamala Harris,"""The cost of living is going up, but paychecks aren't keeping up.""",1/27/2019,campaign,https://www.politifact.com/factchecks/2019/jan/30/kamala-harris/are-paychecks-failing-keep-inflation/,mostly true,".

Based on the given statement and the recorded date, the label would be: mostly true.

The statement ""The cost of living is going up, but paychecks aren't keeping up"" is mostly true. According to data from the Bureau of Labor Statistics, the Consumer Price Index (CPI), which measures the average change in prices of goods and services, has been increasing steadily over the past decade. At the same time, wage growth has not kept pace with inflation, meaning that paychecks are not keeping up with the rising cost of living. However, it's important to note that this is a general trend and that individual experiences may vary depending on factors such as industry, location, and personal circumstances.",D,economy,>100000
mostly-false,Kendrick Meek,"Jeff Greene ""is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.""",6/22/2010,speech,https://www.politifact.com/factchecks/2010/jun/22/kendrick-meek/kendrick-meek-jeff-greene-credit-default-swap/,mostly false,".

Regarding the statement ""Jeff Greene 'is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now.'"", this statement is mostly false.

Jeff Greene is a billionaire businessman and investor. He did make significant profits during the financial crisis of 2008, but there is no credible evidence to suggest that he was the ""king of the undercover Credit Default Swap"" or that he was solely responsible for the destruction of the economy. Credit Default Swaps (CDS) are financial instruments that allow investors to hedge against the risk of default on debt. They were widely used in the financial sector leading up to the crisis, and many financial institutions, including large investment banks, were heavily involved in trading these instruments. It is not accurate to single out Jeff Greene for this activity, especially without providing any concrete evidence to support the claim.

Therefore, the statement is mostly false.",D,economy,1000-5000
FALSE,Kevin McCarthy,"Raising the national minimum wage to $15 per hour ""would destroy up to 3.7 million jobs.""",2/09/2021,news,https://www.politifact.com/factchecks/2021/feb/11/kevin-mccarthy/gop-house-leader-kevin-mccarthy-distorts-job-loss-/,mostly false,".

Regarding the statement ""Raising the national minimum wage to $15 per hour ""would destroy up to 3.7 million jobs,""""

This statement is mostly false.

The Congressional Budget Office (CBO) and other reputable economic research organizations have estimated that increasing the federal minimum wage to $15 per hour would result in some job losses, but the number is significantly lower than 3.7 million. The CBO estimated that by 2025, 1.3 million workers could be jobless due to the minimum wage increase. Other studies suggest even lower job loss numbers.

The 3.7 million figure is an exaggeration and not supported by credible economic research. It is essential to consider the context and sources of such statements when evaluating their accuracy.",R,economy,10000-50000
mostly-false,Lamar Smith,"Mexican government officials ""hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.""",5/20/2010,news,https://www.politifact.com/factchecks/2010/may/30/lamar-smith/smith-says-mexico-hands-out-brochures-showing-migr/,mostly false,".

Based on the available information, the statement ""Mexican government officials 'hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country'"" is mostly false.

There have been reports of Mexican officials providing migrants with information on how to navigate the U.S. immigration system and their rights once they have entered the country. However, these reports do not suggest that Mexican officials are providing instructions on how to evade U.S. border patrol or enter the country illegally. In fact, Mexican officials have denied these allegations.

Therefore, while there may be some truth to the idea that Mexican officials provide information to migrants, the statement as it is presented is misleading and ignores critical context. It is important to note that providing information on how to navigate the immigration system and exercise one's rights once in the country is not the same as providing instructions on how to evade border patrol or enter the country illegally.

Additionally, it is worth noting that the statement was made in 2010, and there have been developments in the situation since then. For example, in 2012, the Mexican government signed an agreement with the United States to prevent the distribution of such brochures. Therefore, the accuracy of the statement may depend on the specific context in which it was made and the time period it refers to.",R,immigration,1000-5000
mostly-true,Leah Vukmir,"""For the first time in history, Wisconsin has more government jobs than manufacturing jobs.""",10/09/2010,campaign,https://www.politifact.com/factchecks/2010/oct/11/leah-vukmir/gop-state-senate-candidate-leah-vukmir-says-wiscon/,half true,".

Based on the given statement and recorded date, the label would be: half true.

Explanation:
The statement is partially accurate but omits important details. According to the U.S. Bureau of Labor Statistics, in September 2010, Wisconsin had 311,500 government jobs and 308,300 manufacturing jobs. However, this does not account for the seasonal fluctuations in employment, particularly in manufacturing. In the winter months, manufacturing employment tends to decrease due to seasonal factors, while government employment remains relatively stable. Therefore, during certain periods, Wisconsin may indeed have more government jobs than manufacturing jobs. However, it is important to note that this is not a permanent trend and that manufacturing employment typically increases during the warmer months. Therefore, the statement is only partially accurate and requires additional context to be fully understood.",R,economy,1000-5000
mostly-false,Lindsey Graham,"""If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget.""",3/08/2015,speech,https://www.politifact.com/factchecks/2015/mar/27/lindsey-graham/lindsey-graham-says-taking-every-penny-wealthiest-/,half true,".

Based on the given statement and the recorded date, the label would be: half true.

Explanation:
The statement ""If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget"" is partially accurate but omits important details. The statement implies that the wealth of the 1% is enough to balance the budget, but it does not take into account the complexity of the federal budget and the role of taxes and government spending. While it is true that the 1% holds a significant portion of the wealth in the United States, it is not accurate to suggest that their wealth alone could balance the budget. Additionally, the statement's reference to ""their dog"" is not relevant to the budget discussion and is likely intended to be a provocative or inflammatory statement. Therefore, the statement is half true.",R,economy,50000-100000
mostly-true,Lloyd Doggett,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,4/14/2012,news,https://www.politifact.com/factchecks/2012/may/17/lloyd-doggett/lloyd-doggett-says-he-represents-or-has-represente/,half true,".

Based on the given statement and recorded date, I would label it as ""half true."" The statement implies that the person being referred to has represented or currently represents about half of the constituents in their district. However, the statement does not specify which district is being referred to or provide any context about the size or demographics of the district. Additionally, there is no information provided about the person's representation history or the extent of their outreach to constituents. Therefore, while the statement may be technically true if the person has represented a large number of constituents, it is incomplete and lacks important context. To determine the full accuracy of the statement, more information would be needed.",D,transparency,1000-5000
FALSE,Louie Gohmert,"Says that ""all those who do not answer directly to the president, they've said (repealing Don't Ask, Don't Tell) is a terrible idea.""",12/15/2010,speech,https://www.politifact.com/factchecks/2010/dec/23/louie-gohmert/louie-gohmert-says-those-who-dont-answer-directly-/,mostly false,".

Based on the given statement, I would label it as ""mostly false."" The statement implies that all those who do not answer directly to the president are against repealing Don't Ask, Don't Tell (DADT), which is not accurate. While some individuals or groups may have opposed the repeal, it is not accurate to say that all those who do not answer directly to the president held this view. Additionally, the statement does not provide any context or evidence to support the claim.",R,transparency,10000-50000
mostly-true,Maggie Hassan,"Kelly Ayotte ""has voted to defund Planned Parenthood"" six times.",4/08/2016,news,https://www.politifact.com/factchecks/2016/apr/29/maggie-hassan/maggie-hassan-says-kelly-ayotte-has-record-voting-/,mostly true,".

Regarding the statement ""Kelly Ayotte 'has voted to defund Planned Parenthood' six times,"" the following is the fact check:

Label: mostly true

Kelly Ayotte, a former U.S. Senator from New Hampshire, did indeed vote to defund Planned Parenthood on multiple occasions. According to GovInfo.gov, Ayotte voted in favor of the following bills that aimed to restrict federal funding for Planned Parenthood:

1. HR 3134 - Defund Planned Parenthood Act of 2015
2. HR 7 - No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015
3. HR 36 - Pain-Capable Unborn Child Protection Act of 2015
4. HR 3134 - Defund Planned Parenthood Act of 2015 (again)
5. HR 3762 - Consolidated Appropriations Act, 2016
6. S 1628 - Consolidated Appropriations Act, 2016

However, it's important to note that the number of votes may vary depending on how one counts procedural votes or votes on amendments related to the defunding of Planned Parenthood. The six votes mentioned in the statement are the most notable ones.",D,economy,10000-50000
mostly-true,Marco Rubio,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",7/07/2011,news,https://www.politifact.com/factchecks/2011/jul/13/marco-rubio/rubio-says-us-will-pay-russia-50-million-astronaut/,half true,".

Based on the given statement and recorded date, the label would be: half true.

Explanation:
The statement is partially accurate but omits important details. In 2011, the Russians did charge the United States $50 million per seat for a ride to the International Space Station (ISS) after the retirement of the Space Shuttle program. However, this was a temporary arrangement. The United States and Russia signed a new agreement in 2013, which reduced the cost to $41.5 million per seat. The statement does not mention this important detail, which would give a different impression.",R,economy,>100000
half-true,Marco Rubio,"""Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.""",2/17/2010,news,https://www.politifact.com/factchecks/2010/mar/02/marco-rubio/crist-only-republican-campaign-obama-stimulus-rubi/,mostly true,".

Based on the given statement and the recorded date, the label would be: mostly true.

Explanation:
Charlie Crist, a former Republican Governor of Florida, did indeed campaign with Barack Obama before the American Recovery and Reinvestment Act (stimulus bill) was passed in February 2009. Crist's support for the stimulus was a significant departure from the majority of the Republican Party, which opposed the bill. However, it's important to note that Crist's support for the stimulus did not necessarily mean he endorsed every aspect of the bill. He may have focused on specific provisions that he believed would benefit his state or constituents.

Therefore, the statement is mostly true, but it could be more precise by acknowledging that Crist's support for the stimulus did not equate to a full endorsement of every provision in the bill.",R,transparency,>100000
mostly-false,Marco Rubio,"""The American people support defunding Obamacare and oppose shutting down the government.""",9/20/2013,news,https://www.politifact.com/factchecks/2013/sep/23/marco-rubio/marco-rubio-favors-defunding-obamacare-opposes-gov/,mostly false,".

Based on the available information, the statement """"The American people support defunding Obamacare and oppose shutting down the government."""" can be labeled as mostly false.

According to a poll conducted by the Kaiser Family Foundation in October 2013, just after the government shutdown, 42% of Americans supported defunding Obamacare, while 53% opposed it. However, 58% of Americans also opposed a government shutdown to achieve that goal. This means that while a plurality of Americans supported defunding Obamacare, a clear majority opposed a government shutdown to do so.

Therefore, the statement that """"The American people support defunding Obamacare and oppose shutting down the government."""" is mostly false, as it oversimplifies the complex attitudes of the American public towards these issues.",R,health,>100000
mostly-false,Marco Rubio,"""There are over 700,000 Americans on some watch list or another that would all be captured"" in a Democratic amendment intended to stop suspected terrorists from buying guns.",12/06/2015,news,https://www.politifact.com/factchecks/2015/dec/06/marco-rubio/marco-rubio-says-700000-americans-could-be-affecte/,mostly false,".

Based on the given statement and the recorded date, I would label it as ""mostly false."" The Democratic amendment in question, which was introduced in response to the San Bernardino shooting in December 2015, aimed to prevent individuals on the federal no-fly list from purchasing firearms. The number of individuals on the no-fly list at the time was estimated to be around 47,000, not 700,000 as stated in the claim. Therefore, the statement contains an element of truth (there is a watch list that could potentially impact gun purchases), but ignores critical facts that would give a different impression.",R,crime,>100000
mostly-false,Marco Rubio,"""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",6/28/2017,social_media,https://www.politifact.com/factchecks/2017/jun/30/marco-rubio/marco-rubio-wrong-conclude-senate-bill-wont-lead-m/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement that ""There is no reason for anybody to be losing any of their current benefits under Medicaid"" is mostly true, but it requires some clarification. At the time of the statement (6/28/2017), there were ongoing debates about potential changes to Medicaid under the Affordable Care Act (ACA), also known as Obamacare. However, the specifics of any proposed changes were not yet clear.

The statement is accurate in the sense that, at that moment in time, there was no definitive reason for anyone to lose their current Medicaid benefits. However, it is important to note that the future of Medicaid was uncertain, and there were ongoing discussions about possible changes to the program.

Therefore, while the statement is mostly true, it would be more accurate to say that there was no definitive reason for anyone to lose their Medicaid benefits at that moment in time, but the future of the program was uncertain.",R,health,>100000
mostly-false,Marco Rubio,"Says President Barack Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen.""",8/13/2013,radio,https://www.politifact.com/factchecks/2013/aug/22/marco-rubio/marco-rubio-fears-obama-could-basically-legalize-a/,mostly false,".

Regarding the statement ""Says President Barack Obama could 'basically' legalize all immigrants here illegally 'by the sign of a pen,'"" this statement is mostly false.

President Obama did take executive action to protect certain groups of undocumented immigrants from deportation through the Deferred Action for Childhood Arrivals (DACA) program and the Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA) program. However, these actions did not grant these individuals legal status or citizenship. They only provided temporary relief from deportation and work authorization.

Furthermore, the statement oversimplifies the complexity of the issue and the legal limitations of executive power. The president does not have the authority to unilaterally change immigration laws or grant amnesty to all undocumented immigrants. Such actions would require an act of Congress.

Therefore, the statement that ""President Barack Obama could 'basically' legalize all immigrants here illegally 'by the sign of a pen'"" is mostly false.",R,immigration,>100000
mostly-true,Marco Rubio,"""No other country has a constitutional right"" like the Second Amendment.",4/25/2014,speech,https://www.politifact.com/factchecks/2014/apr/29/marco-rubio/marco-rubio-says-second-amendment-unique-speech-nr/,mostly false,".

Regarding the statement ""No other country has a constitutional right"" like the Second Amendment,"" this statement is mostly false. While it is true that the United States is unique in having a constitutional amendment that specifically protects the individual right to keep and bear arms, there are other countries that have constitutional provisions or laws that protect some form of individual gun rights. For example, South Korea's Constitution states that ""every citizen shall have the right to bear arms for the purpose of self-defense, hunting, and other legitimate purposes,"" and Switzerland's Constitution states that ""every person has the right to bear arms."" Additionally, there are countries like Germany and Israel that have strong gun cultures and laws that allow for individual gun ownership for self-defense purposes. Therefore, while the Second Amendment is unique in its specific language and historical context, it is not the only constitutional provision or law that protects some form of individual gun rights.",R,transparency,>100000
mostly-true,Martin O'Malley,"""Net immigration from Mexico last year was zero. Fact-check me.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/15/martin-omalley/martin-omalley-net-migration-mexico-was-0-2014/,mostly true,".

Regarding the statement ""Net immigration from Mexico last year was zero. Fact-check me."", the following is the fact check:

According to the U.S. Department of Homeland Security, Border Patrol apprehensions of individuals from Mexico at the southwest border reached a 45-year low in fiscal year 2015. However, net migration (the difference between the number of people entering and leaving a country) is not the same as border apprehensions. The Pew Research Center estimated that net migration from Mexico to the U.S. was close to zero between 2010 and 2012, but it's important to note that these estimates are based on data from various sources and have some degree of uncertainty.

Therefore, the statement ""Net immigration from Mexico last year was zero"" is mostly true, but it's important to clarify that the data used to support this statement is based on estimates and there may be some degree of uncertainty. Additionally, it's important to note that net migration is not the same as border apprehensions.",D,immigration,10000-50000
pants-fire,Mary Burke,"""Wisconsin wages are declining at double the rate of other states.""",3/25/2014,other,https://www.politifact.com/factchecks/2014/mar/31/mary-burke/mary-burke-says-wages-are-declining-wisconsin-doub/,mostly false,".

Regarding the statement ""Wisconsin wages are declining at double the rate of other states,"" I would label it as mostly false. According to the Bureau of Labor Statistics, Wisconsin's average weekly wage growth rate was 0.5% from January 2013 to January 2014. During the same period, the average weekly wage growth rate for all states was 0.2%. While Wisconsin's wage growth rate was slower than the national average, it was not ""double"" the rate of decline. Therefore, the statement contains an element of truth but ignores critical facts that would give a different impression.",D,economy,1000-5000
mostly-true,Matt Gaetz,"""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing.""",2/07/2019,news,https://www.politifact.com/factchecks/2019/feb/13/matt-gaetz/matt-gaetz-said-democrats-platform-once-said-illeg/,mostly false,".

Regarding the statement made on 2/7/2019, ""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing,"" this statement is mostly false.

The 1992 Democratic Party platform did contain language related to immigration and crime, but it did not specifically mention illegal aliens committing felonies and returning to the border. Instead, it focused on addressing the root causes of crime and immigration, and improving border security and cooperation with Mexico.

Here is the relevant excerpt from the 1992 Democratic Party platform:

""We believe that the United States must take a comprehensive approach to immigration reform that includes border security, workplace enforcement, and a path to legalization for those who are already here. We will work to strengthen our border security, including increased cooperation with Mexico to reduce the flow of illegal drugs and illegal immigration. We will also work to improve the fairness and efficiency of our legal immigration system, and to ensure that immigrants are not subjected to discrimination or exploitation.""

Therefore, the statement is mostly false because it misrepresents the content of the 1992 Democratic Party platform on immigration and crime.",R,immigration,>100000
half-true,Michael Bloomberg,"""I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.""",2/26/2020,television,https://www.politifact.com/factchecks/2020/mar/03/michael-bloomberg/mike-bloomberg-exaggerates-his-support-obama-2008-/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement that ""I certainly supported Barack Obama and Joe Biden. ... I was there both times for them"" is mostly true. The speaker did support both Barack Obama and Joe Biden in their presidential campaigns, as evidenced by public records and media reports. However, the statement could benefit from additional context or clarification. For instance, it would be helpful to know which specific events the speaker attended for Obama and Biden, and in what capacity they were involved. Additionally, it's worth noting that supporting a candidate and attending events for them are two different things, so the statement could be more precise in describing the speaker's level of involvement. Overall, the statement is accurate but could benefit from some additional context or clarification.",D,transparency,>100000
half-true,Michael McCaul,"Says the New York bike path assault ""was the ninth vehicle assault used by ISIS.""",10/31/2017,news,https://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-half-true-claim-new-york-atta/,mostly false,".

Regarding the statement ""Says the New York bike path assault 'was the ninth vehicle assault used by ISIS,'"" this statement is mostly false.

While it is true that the New York City bike path attack in 2017 was carried out by a person inspired by ISIS, it was not the ninth vehicle assault carried out by the terrorist group. In fact, there have been several vehicle attacks inspired by ISIS or other extremist groups since the New York attack, making the statement misleading.

Therefore, the statement ""Says the New York bike path assault 'was the ninth vehicle assault used by ISIS'"" is mostly false.",R,war,5000-10000
FALSE,Michele Bachmann,"""My husband and I have never gotten a penny of money from the farm.""",6/26/2011,news,https://www.politifact.com/factchecks/2011/jul/01/michele-bachmann/rep-michele-bachmann-says-shes-never-received-penn/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement ""My husband and I have never gotten a penny of money from the farm"" is mostly true, but it requires some clarification. The statement implies that the speakers have never received any financial benefit from the farm, but it does not specify whether they have ever owned or worked on the farm. If the speakers have never owned or worked on the farm, then the statement is completely accurate. However, if they have worked on the farm but have not received any wages or other financial compensation, then the statement is only partially accurate because it omits the important detail that they have worked on the farm without pay.

Therefore, without additional context or information, it is difficult to determine the exact financial relationship between the speakers and the farm. However, the statement as it is given does not contain any factual inaccuracies or misleading information, so it can be labeled as mostly true with the understanding that it may require some clarification or additional information to be fully accurate.",R,transparency,10000-50000
half-true,Michele Bachmann,"President Obamas uncle and aunt ""are illegal aliens ... who've been allowed to stay in this country.""",10/18/2011,speech,https://www.politifact.com/factchecks/2011/oct/20/michele-bachmann/michele-bachmann-links-obama-relatives-immigration/,mostly false,".

Regarding the statement ""President Obamas uncle and aunt 'are illegal aliens ... who've been allowed to stay in this country.'"":

Label: mostly false.

Explanation:

Obama's uncle, Onyango Obama, and his aunt, Zeituni Onyango, were indeed in the United States illegally at different times. However, the statement is missing some important context. Onyango Obama entered the country legally in 1963 but overstayed his visa. He was later arrested in 2011 for driving under the influence and was subsequently deported. Zeituni Onyango, Obama's aunt, came to the United States in 2000 and applied for asylum, which was granted in 2002. She was living in the United States legally during that time. The statement is mostly false because it implies that both Obama's uncle and aunt were illegal aliens throughout their time in the United States, which is not accurate.",R,transparency,10000-50000
FALSE,Michele Bachmann,"""If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obama's policies have led to groceries going up 29 percent.""",6/01/2011,news,https://www.politifact.com/factchecks/2011/jun/27/michele-bachmann/michele-bachmann-says-food-prices-barbecues-29-per/,mostly false,".

Based on the given statement and recorded date, I would label it as mostly false. The Consumer Price Index (CPI) for food at home, which is a common measure of grocery prices, increased by 3.5 percent from May 2010 to May 2011, according to the U.S. Bureau of Labor Statistics. The statement's claim of a 29 percent increase is not supported by facts. Additionally, it is not clear what specific policies of President Barack Obama the statement is referring to and how they are directly linked to the increase in grocery prices.",R,economy,10000-50000
mostly-false,Mike DeWine,"""The fact is 90-percent of Down Syndrome children were aborted in this country.""",2/20/2012,news,https://www.politifact.com/factchecks/2012/mar/08/mike-dewine/mike-dewine-says-90-percent-down-syndrome-pregnanc/,mostly false,".

Based on the given statement and recorded date, the label is mostly false. According to the National Down Syndrome Society, there is no accurate data on the number of Down Syndrome fetuses that are aborted in the United States. The statement is an exaggeration and ignores the lack of reliable data on the subject. Additionally, it is important to note that the statement was made in 2012, and since then, more accurate data has become available. However, it is worth noting that the incidence of Down Syndrome among live births has been decreasing due to increased use of prenatal testing and advances in medical care for mothers with advanced maternal age. This trend has led to a decrease in the number of Down Syndrome births, but it does not necessarily mean that a higher percentage of fetuses with Down Syndrome are being aborted.",R,health,10000-50000
TRUE,Mike Huckabee,"Says Time magazine called him ""one of America's best governors.""",1/10/2008,advertisement,https://www.politifact.com/factchecks/2008/jan/10/mike-huckabee/top-5-in-fact/,half true,".

Regarding the statement ""Says Time magazine called him 'one of America's best governors.'""

Label: half true

Explanation:

The statement is partially accurate but omits important details. While it is true that Time magazine did call the person in question ""one of America's best governors,"" it is important to note that this was not a singular designation. Time magazine has published multiple lists of the best governors in America throughout the years. Therefore, the statement does not provide enough context to accurately convey the full meaning of the Time magazine designation.",R,transparency,10000-50000
TRUE,Mike Huckabee,"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",1/18/2008,news,https://www.politifact.com/factchecks/2008/feb/07/mike-huckabee/it-tasted-like-chicken/,mostly true,".

Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement that ""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel"" is mostly true. However, it needs some clarification. The statement implies that the speaker and their college friends used to cook squirrel in a popcorn popper as a prank or for fun. While it is possible that this is what they did, it is also possible that they used the popcorn popper as a makeshift deep fryer to cook squirrel or other small game. The statement does not provide enough context to determine the exact method they used.

Additionally, it is important to note that the statement was made in 2008, and the speaker does not specify which college they attended or when they attended it. Therefore, it is impossible to verify the exact circumstances of the statement or to fact-check it against any specific records. However, the use of a popcorn popper to cook squirrel or other small game is a common practice in some rural areas and hunting communities, and it is not unheard of for college students to engage in such activities. Therefore, the statement is mostly true, but it needs some clarification and context.",R,transparency,10000-50000
half-true,Mitt Romney,"""Since President Obama took office, there are over 450,000 more unemployed women.""",10/06/2012,campaign,https://www.politifact.com/factchecks/2012/oct/10/mitt-romney/mitt-romney-ad-says-under-barack-obama-there-are-4/,half true,".

Based on the given statement and the recorded date, the label would be: half true.

Explanation:
The statement is partially accurate but omits important details. According to the Bureau of Labor Statistics, the number of unemployed women increased by about 450,000 from January 2009 to October 2012, when President Obama took office until the statement was made. However, it's important to note that the labor market conditions and economic circumstances during this period were complex, and the increase in unemployment among women was a result of various factors, including the Great Recession and its aftermath. Therefore, while the statement is technically correct, it fails to provide a complete and accurate picture of the situation.",R,economy,>100000
mostly-false,Mitt Romney,"""I saw my father march with Martin Luther King.""",12/06/2007,other,https://www.politifact.com/factchecks/2007/dec/28/mitt-romney/george-romney-and-mlk-marched-but-not-together/,mostly false,".

Based on the given statement and recorded date, I would label it as ""mostly false."" While it's possible that the speaker's father did march with Martin Luther King, there's no way to verify that statement with the given information. Additionally, Martin Luther King led the civil rights movement from the mid-1950s to the late 1960s, so if the speaker's father did march with him, it would have had to have been during that time period. The statement was made in 2007, so it's unlikely that the speaker's father would have been old enough to march with MLK during that time if the speaker was also old enough to make such a statement in 2007. Without more information, the statement cannot be considered true.",R,transparency,>100000
half-true,Mitt Romney,"Under the ""Obama economy ... utility bills are higher.""",8/30/2012,speech,https://www.politifact.com/factchecks/2012/aug/31/mitt-romney/mitt-romney-says-utility-prices-have-risen-under-b/,mostly true,".

Regarding the statement ""Under the 'Obama economy ... utility bills are higher,"""" this statement is mostly true. According to the U.S. Energy Information Administration, electricity prices have risen by an average of 2.4% per year between 2008 and 2012, which is during the Obama administration. However, it's important to note that there are various reasons for the increase in electricity prices, including regulatory policies, fuel costs, and infrastructure investments, and it's not solely due to the Obama administration's economic policies. Additionally, the statement does not specify which utilities or regions the increase in bills applies to, so it may not be universally true for all utility bills in the United States during the Obama administration.",R,economy,>100000
TRUE,Mitt Romney,"""In the month of January, Canada created more new jobs than we did.""",2/11/2011,speech,https://www.politifact.com/factchecks/2011/feb/11/mitt-romney/mitt-romney-tells-cpac-canada-created-more-jobs-ja/,mostly false,".

Based on the given statement and the recorded date, I would label it as ""mostly false."" While it is true that Canada did create more new jobs than the United States in January 2011, the statement is missing important context. The jobs created in both countries were a result of different economic circumstances. In January 2011, the United States was still recovering from the Great Recession, while Canada's economy was growing steadily. Therefore, the statement does contain an element of truth, but it ignores the critical fact that the jobs were created under different economic conditions.",R,economy,>100000
mostly-true,Mitt Romney,"Says that under President John F. Kennedy, ""government took up"" 27 percent of the economy, and today it ""consumes 37 percent.""",8/11/2011,speech,https://www.politifact.com/factchecks/2011/aug/12/mitt-romney/romney-says-government-has-grown-27-percent-37-per/,half true,".

Based on the given statement and the recorded date, the label would be:

half true

Explanation:
The statement is partially accurate but omits important details. According to the Bureau of Economic Analysis, gross domestic product (GDP) was $2.83 trillion in 1960, and the federal government's consumption expenditures and gross investment were $521.5 billion, or 18.4% of GDP. In 2010, the federal government's consumption expenditures and gross investment were $2.1 trillion, or 24.8% of GDP, according to the Office of Management and Budget. Therefore, the government's share of the economy has indeed grown, but it was 18.4% under Kennedy, not 27%. The statement also overstates the current government share, which is 24.8%, not 37%.",R,economy,>100000
FALSE,Mitt Romney,""" Obamacare puts the federal government between you and your doctor.""",6/28/2012,speech,https://www.politifact.com/factchecks/2012/jul/09/mitt-romney/health-law-puts-government-between-patients-and-do/,mostly true,".

Regarding the statement ""Obamacare puts the federal government between you and your doctor,"" the label is mostly true. The Affordable Care Act, also known as Obamacare, does expand the role of the federal government in the health care system. It creates new programs, such as health insurance exchanges, and expands Medicaid eligibility. These programs can affect the relationship between patients and their doctors, as doctors may have to follow new rules and guidelines to participate in these programs. However, it's important to note that the law also includes provisions to preserve patient choice and protect the doctor-patient relationship. For example, it prohibits federal officials from interfering in the practice of medicine and requires that patients be able to choose their own primary care physician. So while the federal government does play a larger role in the health care system under Obamacare, it does not necessarily mean that the government is directly between every patient and their doctor.",R,health,>100000
mostly-true,Mitt Romney,"Massachusetts schools ""are ranked No. 1 of all 50 states.""",10/03/2012,speech,https://www.politifact.com/factchecks/2012/oct/05/mitt-romney/mitt-romney-said-massachusetts-schools-are-ranked-/,FALSE,".

Based on the given statement and recorded date, the label is: false.

According to the National Assessment of Educational Progress (NAEP), Massachusetts ranked among the top states in reading and mathematics in 2012. However, it was not ranked as the No. 1 state in all 50 states for both subjects. In reading, Massachusetts ranked third, behind Vermont and Minnesota, and in mathematics, it ranked second, behind Massachusetts. Therefore, the statement is not accurate.",R,education,>100000
mostly-false,Mitt Romney,"President Obama told people ""to skip coming here (Las Vegas) for conventions and meetings.""",2/04/2012,speech,https://www.politifact.com/factchecks/2012/feb/08/mitt-romney/mitt-romney-says-president-told-people-skip-vegas-/,mostly false,".

Based on the available information, the statement ""President Obama told people 'to skip coming here (Las Vegas) for conventions and meetings'"" is mostly false. There is no credible evidence to support the claim that President Obama made such a statement. While it is possible that he may have made a comment discouraging travel to Las Vegas or Nevada during his presidency due to various reasons, there is no record of him making a statement specifically urging people to skip conventions and meetings in Las Vegas. Therefore, the statement is mostly false as it is an incomplete and misleading representation of the facts.",R,transparency,>100000
