verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link
half-true,Bernie Sanders,"Fifty percent of workers ages 55 to 64 have ""zero"" money ""in the bank as they enter retirement.""",12/12/2016,news,https://www.politifact.com/factchecks/2016/dec/21/bernie-sanders/approaching-retirement-half-workers-55-64-have-zer/
mostly-true,Barack Obama,"Obama came into office ""with a $1.3 trillion deficit before I had passed any law. ... We came in with $8 trillion worth of debt over the next decade.""",1/29/2010,other,https://www.politifact.com/factchecks/2010/jan/29/barack-obama/obama-inherited-deficits-bush-administration/
half-true,Ron Johnson,"About 1.1 million people legally enter the U.S. each year as permanent residents -- ""65 percent of that is some kind of chain migration; 22 percent is diversity lottery, ‘asyling,’ refugees; only about 14, 15 percent has anything to do with work.""",1/12/2018,news,https://www.politifact.com/factchecks/2018/feb/02/ron-johnson/how-legal-immigrants-us-break-down-chain-migration/
half-true,Barack Obama,"""Veterans’ unemployment is actually now lower than (the) general population. It was higher when I came into office.""",10/22/2012,speech,https://www.politifact.com/factchecks/2012/oct/23/barack-obama/barack-obama-touts-his-record-improving-employment/
false,Jack Kingston,"David Perdue ""has never voted in a Republican primary until his name was on the ballot.""",7/8/2014,other,https://www.politifact.com/factchecks/2014/jul/18/jack-kingston/record-doesnt-support-kingston-claim-against-perdu/
true,Tony Evers,"Says he has issued more pardons than ""any Wisconsin governor in contemporary history.""",1/13/2022,news,https://www.politifact.com/factchecks/2022/feb/15/tony-evers/heres-how-gov-tony-evers-blistering-pace-pardons-s/
half-true,Bill Pascrell,"""As many as 22,000 Americans die each year because they don’t have health insurance.""",7/28/2009,speech,https://www.politifact.com/factchecks/2009/aug/20/bill-pascrell/pascrell-says-22000-americans-die-yearly-because-t/
half-true,Michael Williams,"""Gas prices have gone up $2 since Obama took office.""",4/26/2011,social_media,https://www.politifact.com/factchecks/2011/may/22/michael-williams/michael-williams-says-gas-prices-are-2-obama-becam/
mostly-false,Rick Perry,Says New York has ‘bureaucrats telling you whether you can even drink a Big Gulp.’,6/12/2013,radio,https://www.politifact.com/factchecks/2013/jun/19/rick-perry/rick-perry-says-new-york-has-bureaucrats-telling-y/
pants-fire,Rudy Giuliani,"Says President Barack Obama has said ""that everybody should hate the police.""",12/21/2014,news,https://www.politifact.com/factchecks/2014/dec/23/rudy-giuliani/giuliani-obama-propaganda-says-everybody-should-ha/
mostly-false,Donald Trump,"Says Bill Clinton ""spent $3 billion and got nothing. And (North Korea) started making nuclear weapons a day later.""",6/12/2018,news,https://www.politifact.com/factchecks/2018/jun/13/donald-trump/bill-clinton-north-korea-3-billion-nuclear/
half-true,Tony Evers,"A private school tax break in the Wisconsin state budget is ""the most generous in the nation.""",6/23/2013,news,https://www.politifact.com/factchecks/2013/jun/28/tony-evers/wisconsins-new-private-school-tax-break-most-gener/
mostly-false,Scott Walker,"Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""",6/16/2013,news,https://www.politifact.com/factchecks/2013/jun/16/scott-walker/scott-walker-says-success-office-reflected-2-point/
mostly-true,Barack Obama,"Due to Obamacare, Arkansas ""has covered almost 14 percent of its uninsured already.""",10/30/2013,speech,https://www.politifact.com/factchecks/2013/nov/04/barack-obama/barack-obama-says-arkansas-has-covered-almost-14-p/
mostly-false,Donald Trump,"Says James Clapper ""and virtually everyone else"" said ""there is no collusion"" in the Russia investigation findings.",5/12/2017,social_media,https://www.politifact.com/factchecks/2017/may/12/donald-trump/trumps-mostly-false-claim-clapper-said-no-collusio/
mostly-true,Michele Bachmann,"Says Tim Pawlenty said in 2006, ""The era of small government is over... the government has to be more proactive and more aggressive.""",7/24/2011,statement,https://www.politifact.com/factchecks/2011/jul/26/michele-bachmann/did-tim-pawlenty-say-era-small-government-over/
false,Chris Christie,"""Only the State of New York spends more money on Medicaid than the State of New Jersey.""",6/16/2011,news,https://www.politifact.com/factchecks/2011/jul/05/chris-christie/gov-chris-christie-says-new-jersey-second-nation-m/
half-true,Alan Grayson,"Says Gov. Jeb Bush vetoed the ""Quiñones Plan"" because it was ""taxation without representation on a large scale.""",8/6/2012,campaign,https://www.politifact.com/factchecks/2012/aug/06/alan-grayson/grayson-says-jeb-bush-vetoed-quinones-plan/
true,Rick Scott,"""Thanks to you, in under one week we have the largest GOP (Facebook) page in the Governor's race!""",4/19/2010,social_media,https://www.politifact.com/factchecks/2010/apr/22/rick-scott/rick-scott-republican-governor-facebook/
mostly-true,David Dewhurst,"In altered photo, says Barack Obama wants ""more of Texans’ private data"" via health care.",12/12/2013,social_media,https://www.politifact.com/factchecks/2014/jan/04/david-dewhurst/some-tax-info-most-texans-some-health-info-subset-/
false,Jan Brewer,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""",6/25/2010,news,https://www.politifact.com/factchecks/2010/jun/30/jan-brewer/arizona-gov-brewer-says-majority-illegals-are-drug/
half-true,Marco Rubio,"""We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.""",4/30/2013,news,https://www.politifact.com/factchecks/2013/may/07/marco-rubio/marco-rubio-says-obama-shows-reluctance-enforc/
mostly-true,Bernie Sanders,"Says Donald Trump ""believes that states should actually have the right to lower the minimum wage below $7.25.""",7/25/2016,speech,https://www.politifact.com/factchecks/2016/jul/26/bernie-sanders/sanders-trump-would-allow-states-lower-minimum-wag/
true,Barbara Comstock,"Says five Democratic state senators were for her bicycle tailgating bill ""before they were against it.""",2/19/2014,social_media,https://www.politifact.com/factchecks/2014/mar/10/barbara-comstock/barabara-comstock-says-democrats-flip-flopped-bicy/
mostly-false,Scott Walker,"Says under his leadership ""Wisconsin median household income"" is up 2.7%, while it is down 1.3% nationally under President Obama.",7/21/2015,social_media,https://www.politifact.com/factchecks/2015/jul/27/scott-walker/scott-walker-says-under-his-leadership-incomes-are/
mostly-true,Jeb Bush,"Florida is ""one of the few states that has actually had a narrowing of the achievement gap based on income, or based on race or ethnicity.""",3/13/2015,other,https://www.politifact.com/factchecks/2015/mar/27/jeb-bush/jeb-bush-praises-florida-closing-achievement-gap/
mostly-true,Bill Richardson,"Among Hispanics, support for immigration reform is close to universal.",5/5/2013,news,https://www.politifact.com/factchecks/2013/may/09/bill-richardson/bill-richardson-says-hispanic-support-immigration-/
half-true,Bernie Sanders,"""I have consistently voted against the Hyde Amendment.""",6/6/2019,social_media,https://www.politifact.com/factchecks/2019/jun/11/bernie-sanders/bernie-sanders-oversimplifies-record-hyde-amendmen/
true,Steve Israel,"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",11/6/2013,news,https://www.politifact.com/factchecks/2013/nov/13/steve-israel/medicare-part-d-and-obamacare-health-care-gov/
false,Donald Trump,"""When asked about court-packing, Biden's staff immediately escorts the camera out.""",10/26/2020,social_media,https://www.politifact.com/factchecks/2020/oct/29/donald-trump/trump-campaign-uses-cherry-picked-video-attack-bid/
mostly-true,Rand Paul,"""George W. Bush doubled the debt from $5 trillion to $10 trillion. President Obama doubled the debt from $10 trillion to $20 trillion. Now we're on course to exceed $30 trillion in the next seven years or so.""",2/8/2018,speech,https://www.politifact.com/factchecks/2018/feb/09/rand-paul/rand-paul-gets-numbers-right-speech-federal-debt/
half-true,Eric Hovde,"Says U.S. Senate rival Tommy Thompson is ""a big corporate lobbyist"" and has been ""lobbying during the middle of the campaign.""",8/12/2012,radio,https://www.politifact.com/factchecks/2012/aug/10/eric-hovde/eric-hovde-says-tommy-thompson-big-corporate-lobby/
mostly-true,Rob Portman,Says federal spending has increased 21 percent over the past three years.,12/17/2011,news,https://www.politifact.com/factchecks/2012/jan/09/rob-portman/senator-rob-portman-says-federal-spending-rose-21-/
mostly-true,Rand Paul,"Says the federal government is supporting a study in Hawaii to ""develop a menu for when we colonize Mars.""",3/14/2013,speech,https://www.politifact.com/factchecks/2013/mar/15/rand-paul/rand-paul-mocks-federally-funded-study-menus-astro/
true,Tim Kaine,"The national debt increased $16,000 every second George Allen served in the U.S. Senate.",12/7/2011,speech,https://www.politifact.com/factchecks/2011/dec/08/tim-kaine/time-kaine-says-debt-grew-16000-every-second-georg/
true,Bill Kennemer,"""We just don't want to get to be like Louisiana, where you have drive-up daiquiri shops.""",9/11/2012,news,https://www.politifact.com/factchecks/2012/sep/13/bill-kennemer/are-there-daiquiri-drive-thrus-louisiana/
pants-fire,Donald Trump,"""Crime is rising.""",6/7/2016,speech,https://www.politifact.com/factchecks/2016/jun/09/donald-trump/donald-trump-said-crime-rising-its-not-and-hasnt-b/
mostly-false,Rick Scott,"Citizens Property Insurance has ""over $500 billion worth of risk, with less than $10 billion worth of surplus.""",5/8/2012,news,https://www.politifact.com/factchecks/2012/jun/13/rick-scott/rick-scott-said-citizens-has-500-billion-risk-expo/
mostly-true,Duane Hall,"North Carolina could save ""literally tens of millions of dollars"" if it stopped prosecuting 16-year-olds as adults.",12/9/2016,speech,https://www.politifact.com/factchecks/2017/jan/27/duane-hall/raise-age-could-juvenile-justice-reform-save-north/
pants-fire,Donald Trump,"""My opponent has no child care plan.""",9/13/2016,speech,https://www.politifact.com/factchecks/2016/sep/14/donald-trump/trump-claim-Hillary-Clinton-has-no-child-ca/
pants-fire,Sid Miller,"Says Barack Obama was happily photographed holding a T-shirt with revolutionary Ernesto ""Che"" Guevara’s face on it.",3/22/2016,social_media,https://www.politifact.com/factchecks/2016/mar/25/sid-miller/miller-posts-fake-photo-obama-holding-che-guevara-/
true,Hillary Clinton,"""African-American children are 500 percent more likely to die from asthma than white kids.""",7/31/2015,speech,https://www.politifact.com/factchecks/2015/aug/11/hillary-clinton/clinton-accurately-says-black-children-asthma-have/
mostly-false,Bernie Sanders,"""We work longer hours than any people in the industrialized world, including the Japanese.""",2/23/2016,speech,https://www.politifact.com/factchecks/2016/feb/29/bernie-sanders/contrary-sanders-us-workers-dont-put-most-hours-wo/
true,Tim Kaine,"""When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate.""",9/6/2016,speech,https://www.politifact.com/factchecks/2016/sep/15/tim-kaine/kaine-accurately-recalls-time-gadhafi-had-tent-put/
false,Kendrick Meek,"""Middle-class families throughout America (would) have to pay $6,000 per year"" to pay for tax cuts for the wealthy.",10/24/2010,speech,https://www.politifact.com/factchecks/2010/oct/24/kendrick-meek/kendrick-meek-said-tax-cuts-wealthy-would-cost-mid/
mostly-false,Donald Trump,"Mexico has ""very strong border laws -- ours are pathetic.""",4/2/2018,social_media,https://www.politifact.com/factchecks/2018/apr/02/donald-trump/donald-trump-base-comparison-us-mexico-border-laws/
true,Sheldon Whitehouse,"Rhode Island has the ""the second-most heavily deployed National Guard in the United States.""",2/24/2012,speech,https://www.politifact.com/factchecks/2012/mar/02/sheldon-whitehouse/us-sen-sheldon-whitehouse-says-rhode-island-has-se/
mostly-true,Jennifer Granholm,"Says Marco Rubio opposes abortion ""even in the case of rape and incest.""",10/25/2015,television,https://www.politifact.com/factchecks/2015/oct/25/jennifer-granholm/liberal-pundit-marco-rubio-opposes-rape-incest-abo/
mostly-false,Chris Jacobs,"""There were several states where outside actors dramatically changed the rules of the road, so to speak, two weeks out, one week out, on how elections would be run.""",1/7/2021,news,https://www.politifact.com/factchecks/2021/jan/14/chris-jacobs/jacobs-overstates-election-issues/
half-true,Rick Perry,"""When you sanction the Iranian central bank, that will shut down (Iran's) economy.""",11/22/2011,television,https://www.politifact.com/factchecks/2011/nov/23/rick-perry/rick-perry-united-states-sanction-iran/
mostly-true,Bill Pascrell,Forty-five percent of Americans went without needed care because of costs in 2007.,7/28/2009,speech,https://www.politifact.com/factchecks/2009/jul/30/bill-pascrell/pascrell-says-45-percent-americans-went-without-ne/
half-true,Tammy Baldwin,"Middle-class Americans ""pay a higher tax rate than millionaires and billionaires.""",1/13/2015,news,https://www.politifact.com/factchecks/2015/jan/25/tammy-baldwin/middle-class-pays-higher-tax-rates-millionaires-se/
half-true,Scott Perry,"Says the Obama administration purged ""training courses and information about Islamism, jihad, Sharia, and the Muslim Brotherhood.""",11/30/2017,testimony,https://www.politifact.com/factchecks/2017/dec/15/scott-perry/gop-lawmaker-claims-fbi-purged-training-documents-/
false,Bernie Sanders,"""We spend twice as much per capita on health care as any other nation on Earth.""",8/19/2009,other,https://www.politifact.com/factchecks/2009/aug/20/bernie-sanders/sanders-says-us-doubles-every-other-country-capita/
half-true,Scott Walker,"Says opponent Mary Burke says she ""supports Obamacare unequivocally and wants to expand it.""",9/18/2014,advertisement,https://www.politifact.com/factchecks/2014/sep/23/scott-walker/mary-burke-supports-obamacare-unequivocally-and-wa/
pants-fire,Donald Trump,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",4/25/2019,news,https://www.politifact.com/factchecks/2019/apr/29/donald-trump/was-donald-trump-target-coup-no/
false,Shelley Adler,"Says Jon Runyan voted to ""end programs to aid homeless veterans.""",5/4/2012,news,https://www.politifact.com/factchecks/2012/may/24/shelley-adler/shelley-adler-claims-jon-runyan-voted-end-programs/
half-true,Beto O'Rourke,"""Nearly half of public school teachers in Texas are working a second or a third job, not for kicks, not for extra spending cash, but just to make ends meet.""",3/14/2019,campaign,https://www.politifact.com/factchecks/2019/mar/19/beto-orourke/beto-orourke-claims-nearly-half-texas-public-schoo/
true,Rick Perry,"""I became a Republican sooner in my life than"" Ronald Reagan did in his.",8/30/2011,radio,https://www.politifact.com/factchecks/2011/sep/06/rick-perry/rick-perry-says-he-switched-gop-younger-age-reagan/
false,Catherine Hanaway,"""We’re the worst state in the country at moving people from welfare to work.""",3/17/2016,speech,https://www.politifact.com/factchecks/2016/apr/18/catherine-hanaway/hanaway-wrong-about-missouris-rate-moving-people-w/
half-true,Paul Ryan,"In Massachusetts under Mitt Romney, ""unemployment went down, household incomes went up,"" and the state ""saw its credit rating upgraded.""",8/29/2012,speech,https://www.politifact.com/factchecks/2012/aug/30/paul-ryan/paul-ryan-touts-mitt-romneys-record-massachusetts/
mostly-false,Ron Johnson,"""We have laws on the books where people can walk right up to our ports of entry, say ‘I have a credible fear of persecution,’ and we bring them in. We don’t send them back.""",4/3/2018,radio,https://www.politifact.com/factchecks/2018/apr/27/ron-johnson/sen-ron-johnson-says-people-walk-us-border-say-few/
mostly-true,Scott Walker,"Says Wisconsin Democrats during the previous administration adopted ""double-digit tax increases.""",1/3/2012,advertisement,https://www.politifact.com/factchecks/2012/jan/25/scott-walker/fighting-recall-wisconsin-gov-scott-walker-says-do/
true,Tammy Baldwin,"""Over 3 million Americans are employed in the growing green-collar workforce,"" which is more than the number ""of people working in the fossil fuel industry.""",1/22/2014,news,https://www.politifact.com/factchecks/2014/feb/14/tammy-baldwin/expansive-definition-helps-green-jobs-outnumber-oi/
mostly-false,Barack Obama,The Bush administration prosecuted 190 suspected terrorists in federal courts.,2/7/2010,news,https://www.politifact.com/factchecks/2010/feb/13/barack-obama/obama-claims-bush-administration-got-190-terrorism/
false,Rob Wittman,"""There’s actually been more subpoenas issued by the (U.S. House) majority than bills passed.""",11/11/2019,other,https://www.politifact.com/factchecks/2019/nov/19/rob-wittman/rob-wittman-wrongly-says-house-dems-have-issued-mo/
pants-fire,Scott Walker,"The University of Wisconsin-Milwaukee has ""2.8 students per faculty"" member, ""tied for second-lowest in its history since 1994.""",5/10/2016,news,https://www.politifact.com/factchecks/2016/may/13/scott-walker/scott-walker-way-saying-university-wisconsin-milwa/
half-true,Paul Ryan,"The Obama administration ""called Bashar Assad a reformer when he was turning his Russian-provided guns on his own people.""",10/11/2012,speech,https://www.politifact.com/factchecks/2012/oct/12/paul-ryan/paul-ryan-says-obama-administration-called-bashar-/
true,Lamar Alexander,"""No member of the American public has ever been killed by commercial nuclear power — a record unmatched by other fuels.""",3/9/2010,news,https://www.politifact.com/factchecks/2010/apr/22/lamar-alexander/facts-risks-nuclear-power-plants/
mostly-false,Joe Barton,"Says U.S. greenhouse gas ""emissions are at 20-year lows.""",2/12/2013,speech,https://www.politifact.com/factchecks/2013/apr/01/joe-barton/joe-barton-says-domestic-greenhouse-gas-emissions-/
true,Chris Christie,"Says Hillary Clinton ""said all work-related emails were sent back to the State Department. The FBI director said, that's not true.""",7/19/2016,speech,https://www.politifact.com/factchecks/2016/jul/20/chris-christie/stamp-one-correct-chris-christie-says-clinton-wron/
mostly-false,Barack Obama,"Keystone XL allows ""Canada to pump their oil, send it through our land, down to the Gulf, where it will be sold everywhere else.""",11/14/2014,news,https://www.politifact.com/factchecks/2014/nov/20/barack-obama/obama-says-keystone-xl-exporting-oil-experts-disag/
mostly-true,Jeb Bush,"The Orange County, Florida, school board ""voted to make it impossible for a student to receive a grade below 50.""",11/20/2014,speech,https://www.politifact.com/factchecks/2014/nov/20/jeb-bush/jeb-bush-says-orange-county-schools-made-it-imposs/
false,Marco Rubio,Says Patrick Murphy wrongly conveyed Rubio's stance on abortion for women infected by Zika.,10/4/2016,campaign,https://www.politifact.com/factchecks/2016/oct/11/marco-rubio/rubio-mischaracterizes-his-own-position-abortions-/
half-true,Mitt Romney,"""Women in Barack Obama's White House are earning less than men.""",10/26/2012,campaign,https://www.politifact.com/factchecks/2012/oct/29/mitt-romney/mitt-romney-says-women-white-house-employees-earn-/
false,Donald Trump,"Says ""the New York Times can write a story that they know is false"" yet ""they can't basically be sued.""",2/28/2016,news,https://www.politifact.com/factchecks/2016/mar/01/donald-trump/donald-trump-wrong-ny-times-cant-be-sued-story-the/
false,Donald Trump,"Untaxed corporate earnings used to be ""$2.5 trillion … I guess it’s $5 trillion now. Whatever it is, it’s a lot more. So we have anywhere from 4 (trillion) to 5 or even more trillions of dollars sitting offshore.""",7/25/2017,news,https://www.politifact.com/factchecks/2017/aug/03/donald-trump/are-there-over-4-trillion-untaxed-corporate-earnin/
true,Sam Adams,"Says ""only 18 percent of Portland elementary schools have art instruction compared to 83 percent nationally.""",6/7/2012,social_media,https://www.politifact.com/factchecks/2012/jun/11/sam-adams/do-only-18-percent-portland-elementary-schools-off/
true,Eric Cantor,"Small businesses ""create 70 percent of the jobs in America.""",11/25/2011,news,https://www.politifact.com/factchecks/2011/dec/30/eric-cantor/cantor-says-small-businesses-create-70-percent-us-/
false,Donald Trump,"""I had previously said that NATO was obsolete because it failed to deal adequately with terrorism. Since my comments, they have changed their policy and now have a new division focused on terror threats.""",8/15/2016,speech,https://www.politifact.com/factchecks/2016/aug/16/donald-trump/donald-trump-mischaracterizes-nato-change-and-his-/
pants-fire,Donald Trump,"The federal government is sending refugees to states with governors who are ""Republicans, not to the Democrats.""",11/17/2015,radio,https://www.politifact.com/factchecks/2015/nov/18/donald-trump/donald-trump-says-obama-administration-pushing-ref/
true,Barack Obama,The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.,5/10/2011,speech,https://www.politifact.com/factchecks/2011/may/11/barack-obama/obama-says-deportation-criminals-70-percent-under-/
true,William Howell,"In Virginia, ""Medicaid has grown by 1,600 percent in the last 30 years.""",1/5/2014,news,https://www.politifact.com/factchecks/2014/jan/20/william-howell/speaker-howell-says-virginias-medicaid-costs-are-1/
half-true,Joseph Kyrillos,Says under U.S. Sen. Robert Menendez’s watch the nation’s unemployment rate and debt doubled and the federal budget deficit quadrupled.,10/4/2012,television,https://www.politifact.com/factchecks/2012/oct/07/joseph-kyrillos/joe-kyrillos-pins-blame-robert-menendez-rising-nat/
false,Glenn Beck,"Less than 10 percent of Obama's Cabinet appointees ""have any experience in the private sector.""",11/30/2009,statement,https://www.politifact.com/factchecks/2009/dec/02/glenn-beck/beck-says-less-10-percent-obama-cabinet-members-ha/
false,Tom McClintock,"""In 2017, illegal aliens murdered 1,800 Americans.""",1/29/2019,speech,https://www.politifact.com/factchecks/2019/feb/20/tom-mcclintock/rep-tom-mcclintock-distorts-number-homicides-undoc/
mostly-true,Pete Buttigieg,"""When it comes to electability, every single time my party has won the presidency in the last 50 years, it’s been with a candidate who was new on the national scene, hadn’t spent a lot of time in Washington, and represented a new generation of leadership.""",10/30/2019,news,https://www.politifact.com/factchecks/2019/nov/05/pete-buttigieg/fact-checking-pete-buttigieg-success-democratic-pr/
half-true,Crossroads GPS,"President Obama has ""added $4 billion in debt every day.""",7/13/2012,advertisement,https://www.politifact.com/factchecks/2012/aug/01/crossroads-gps/crossroads-gps-pins-4-billion-day-debt-obama/
true,Rick Scott,"""Florida is now the only state in the nation to tax commercial leases.""",3/7/2017,speech,https://www.politifact.com/factchecks/2017/mar/08/rick-scott/florida-only-place-state-nation-tax-commercial-lea/
half-true,Gwen Moore,"In contrast to how a Black man who was shot by police was treated, Kenosha police officers ""let an armed white supremacist walk right past them after shooting people.""",8/26/2020,social_media,https://www.politifact.com/factchecks/2020/sep/01/gwen-moore/kenosha-police-did-let-kyle-rittenhouse-go-claim-g/
half-true,Barack Obama,"""For the first time in 13 years, our dependence on foreign oil is below 50 percent.""",1/18/2012,campaign,https://www.politifact.com/factchecks/2012/jan/26/barack-obama/barack-obama-campaign-says-us-dependence-foreign-o/
pants-fire,Donald Trump,"""Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",11/15/2019,social_media,https://www.politifact.com/factchecks/2019/nov/15/donald-trump/trump-inaccurately-disparages-yovanovitch-somalia-/
true,David Brooks,"Newt Gingrich ""has suggested"" building ""a mirror system in space"" could improve the Earth’s habitability.",12/9/2011,news,https://www.politifact.com/factchecks/2011/dec/12/david-brooks/david-brooks-says-newt-gingrich-once-proposed-putt/
half-true,Tom Graves,"""More Americans believe the moon landing was fake than believe Obamacare is affordable.""",12/19/2013,social_media,https://www.politifact.com/factchecks/2014/jan/03/tom-graves/graves-compares-obamacare-affordability-belief-fak/
half-true,Rick Santorum,"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person … ""it's 30 percent today.""",10/11/2011,speech,https://www.politifact.com/factchecks/2011/oct/13/rick-santorum/rick-santorum/
mostly-true,Terry McAuliffe,"During his governorship: ""Every single city and county in Virginia, their unemployment dropped, and in most of the rural communities, it dropped more than 50 percent.""",11/28/2018,radio,https://www.politifact.com/factchecks/2018/dec/04/terry-mcauliffe/terry-mcauliffe-mostly-right-about-his-jobs-record/
half-true,Vicky Hartzler,"The Export-Import Bank ""doesn’t cost taxpayers anything.""",6/24/2014,news,https://www.politifact.com/factchecks/2014/jun/30/vicky-hartzler/rep-hartzler-says-export-import-bank-free-taxpayer/
half-true,Hillary Clinton,"""One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.""",10/26/2016,speech,https://www.politifact.com/factchecks/2016/oct/27/hillary-clinton/clinton-undocumented-workers-pay-more-trump-federa/
mostly-false,Rahm Emanuel,"""And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",10/18/2017,speech,https://www.politifact.com/factchecks/2017/oct/20/rahm-emanuel/emanuel-plays-fast-and-loose-fast-growth-boast/
pants-fire,Tony Evers,"""Drug-related offenses make up as much as 75-85 percent of inmate populations"" in Wisconsin",2/18/2019,news,https://www.politifact.com/factchecks/2019/feb/22/tony-evers/evers-claims-drug-crimes-prison-inmates/
half-true,Joe Straus,"Says state budget deal between Texas House and Senate leaders ""funds nursing homes, our public schools and universities and provides financial aid for college students.""",5/20/2011,news,https://www.politifact.com/factchecks/2011/may/27/joe-straus/speaker-straus-says-state-budget-deal-funds-nursin/
pants-fire,Dan Flynn,"""Our children do not spend any time in school learning about our own U.S. Constitution.""",2/14/2011,news,https://www.politifact.com/factchecks/2011/feb/21/dan-flynn/state-rep-dan-flynn-says-texas-students-spend-no-t/
true,Barack Obama,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",5/27/2008,campaign,https://www.politifact.com/factchecks/2008/jun/02/barack-obama/present-for-votes-but-not-a-player/
pants-fire,Donald Trump,"""Rogue"" Michigan official sent absentee ballots to 7.7 million people ""illegally and without authorization"" ahead of the primaries and general election.",5/20/2020,social_media,https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-falsely-claims-michigan-sent-ballots-all-vot/
false,Jon Huntsman,"Says the Simpson-Bowles deficit reduction proposal went from President Barack Obama's desk to ""the garbage can.""",1/8/2012,social_media,https://www.politifact.com/factchecks/2012/jan/08/jon-huntsman/jon-huntsman-says-president-barack-obama-threw-def/
pants-fire,Bill White,"""In three days last week, (Gov. Rick) Perry flew to five cities at taxpayers’ expense, holding press conferences, delivering $2,325,000 in checks.""",5/19/2010,social_media,https://www.politifact.com/factchecks/2010/may/23/bill-white/white-says-taxpayers-paid-perry-fly-texas-deliveri/
false,Mitt Romney,"Repealing the health care law ""would save $95 billion in 2016.""",11/4/2011,news,https://www.politifact.com/factchecks/2011/nov/04/mitt-romney/mitt-romney-said-repealing-obamacare-would-save-95/
mostly-false,Ann Coulter,"""There is a growing body of evidence that radiation in excess of what the government says are the minimum amounts you should be exposed to are actually good for you and reduce cases of cancer.""",3/17/2011,other,https://www.politifact.com/factchecks/2011/mar/22/ann-coulter/ann-coulter-says-lexposure-low-levels-radiation-ar/
mostly-true,Hillary Clinton,"""We have 33,000 people a year who die from guns.""",10/19/2016,speech,https://www.politifact.com/factchecks/2016/oct/20/hillary-clinton/hillary-clinton-says-33000-americans-die-each-year/
mostly-false,Rick Perry,Says his executive order requiring young girls to be vaccinated against HPV wasn't mandatory.,1/29/2010,speech,https://www.politifact.com/factchecks/2010/feb/06/rick-perry/perry-says-hpv-vaccine-he-mandated-would-have-been/
mostly-false,Donald Trump,"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.""",2/5/2018,social_media,https://www.politifact.com/factchecks/2018/feb/08/donald-trump/donald-trump-wrongly-suggests-british-dont-love-th/
pants-fire,Donald Trump,"""The Failing @nytimes quotes ‘a senior White House official,’ who doesn’t exist, as saying ‘even if the meeting were reinstated, holding it on June 12 would be impossible, given the lack of time and the amount of planning needed.’ WRONG AGAIN! Use real people, not phony sources.""",5/26/2018,social_media,https://www.politifact.com/factchecks/2018/may/29/donald-trump/donald-trump-said-ny-times-source-didnt-exist-he-d/
half-true,Bernie Sanders,"""There are tens of thousands of homes right here in California where you turn on the faucet but you can't drink the water.""",6/1/2016,news,https://www.politifact.com/factchecks/2016/jun/14/bernie-sanders/lack-reliable-tally-epa-california-hinder-bernie-s/
half-true,Eric Swalwell,"In 2017, the first piece of legislation that Republicans passed ""made it easier for the mentally ill to purchase guns.""",4/14/2019,campaign,https://www.politifact.com/factchecks/2019/apr/22/eric-swalwell/did-republicans-rush-repeal-gun-control-law-mental/
true,Hillary Clinton,"""The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.""",9/26/2016,speech,https://www.politifact.com/factchecks/2016/sep/27/hillary-clinton/hillary-clinton-correct-gun-deaths-young-black-mal/
true,Marco Rubio,"""Just this week we received the news that for the first time Social Security is now paying out more in benefits than it's taking in. That was something that was supposed to happen in 2016.""",3/28/2010,news,https://www.politifact.com/factchecks/2010/mar/28/marco-rubio/rubio-claims-social-security-upside-down-sooner-ex/
true,Elizabeth Roberts,"""More than 30 cents of every state tax dollar goes to Medicaid.""",3/2/2015,other,https://www.politifact.com/factchecks/2015/apr/19/elizabeth-roberts/ri-hhs-secretary-elizabeth-roberts-says-more-30-pe/
mostly-false,Robin Vos,"Video shows Joe Biden saying ""we can only re-elect Donald Trump.""",3/7/2020,social_media,https://www.politifact.com/factchecks/2020/mar/09/robin-vos/donald-trump-manipulated-video-joe-biden-robin-vos/
mostly-false,Rick Scott,"""We are seeing dramatic rate cuts"" to Medicare that will affect seniors’ ability to keep their doctor, hospital and prevention services.",2/26/2014,campaign,https://www.politifact.com/factchecks/2014/mar/03/rick-scott/rick-scott-says-medicare-rate-cuts-will-affect-sen/
