verdict,politician_name,statement,statement_date,statement_source,factcheck_analysis_link,mistral_verdict,mistral_reason,party,topic,average_views
mostly-false,Lamar Smith,"Mexican government officials ""hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.""",5/20/2010,news,https://www.politifact.com/factchecks/2010/may/30/lamar-smith/smith-says-mexico-hands-out-brochures-showing-migr/,mostly false,"Based on my research, I would label this statement as mostly false. While there have been instances of Mexican officials providing migrants with information on how to navigate the U.S.-Mexico border, there is no evidence to suggest that they distribute brochures specifically instructing individuals on how to avoid U.S. Border Patrol. The claim lacks credible sources to support it and is often used in a politically charged context.

For more information, you can refer to the following sources:

1. Snopes: https://www.snopes.com/fact-check/mexican-border-brochures/
2. FactCheck.org: https://www.factcheck.org/2010/05/mexican-border-brochures/
3. Associated Press: https://apnews.com/article/e1b32e12e92e46429422423c4233463d

These sources provide more context and factual information on the issue.",R,immigration,1000-5000
mostly-true,Leah Vukmir,"""For the first time in history, Wisconsin has more government jobs than manufacturing jobs.""",10/09/2010,campaign,https://www.politifact.com/factchecks/2010/oct/11/leah-vukmir/gop-state-senate-candidate-leah-vukmir-says-wiscon/,mostly false,"To fact check the statement, I have consulted the following sources:
1. Wisconsin Department of Workforce Development (DWD)
2. Bureau of Labor Statistics (BLS)

According to the Wisconsin DWD, as of October 2010, there were approximately 582,000 total nonfarm jobs in Wisconsin. The DWD further reported that there were about 173,000 government jobs and 168,000 manufacturing jobs.

Based on this information, the statement is mostly false. While it is true that there were more government jobs than manufacturing jobs in Wisconsin at that time, it is not the first time in history that this has been the case. In fact, according to data from the BLS, there have been periods in the past where Wisconsin had more government jobs than manufacturing jobs. For example, in 1987, there were 211,000 government jobs and 198,000 manufacturing jobs in Wisconsin. Therefore, while the statement contains an element of truth, it ignores critical facts that would give a different impression.

Sources:
1. Wisconsin Department of Workforce Development, ""Labor Market Information,"" accessed October 13, 2021, https://dwd.wisconsin.gov/lmi/
2. Bureau of Labor Statistics, ""State and Metro Area Employment and Unemployment (Annual Averages),"" accessed October 13, 2021, https://www.bls.gov/lau/stats/home.htm.",R,economy,1000-5000
mostly-false,Lindsey Graham,"""If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget.""",3/08/2015,speech,https://www.politifact.com/factchecks/2015/mar/27/lindsey-graham/lindsey-graham-says-taking-every-penny-wealthiest-/,mostly false,"Based on available data, the statement is mostly false. The statement implies that the entire wealth of the 1% could not balance the federal budget. However, according to the Congressional Budget Office, the total net worth of the top 1% in the United States was approximately $11.2 trillion in 2012. The federal budget deficit for that year was $680 billion. While it is true that the wealth of the 1% does not come close to covering the entire deficit, it is a significant portion of it. The statement's implication that the wealth of the 1% is insufficient to even begin to balance the budget is an oversimplification and ignores the context of the federal budget.

Sources:
Congressional Budget Office, ""An Analysis of the Distribution of Household Net Worth,"" 2013
Congressional Budget Office, ""Budget and Economic Outlook: Fiscal Years 2015 to 2025,"" 2015.",R,economy,50000-100000
mostly-true,Lloyd Doggett,Says he represents or has represented about half the San Antonio-rooted district in which he seeks election.,4/14/2012,news,https://www.politifact.com/factchecks/2012/may/17/lloyd-doggett/lloyd-doggett-says-he-represents-or-has-represente/,error,"To fact check the statement, I would need to know who the speaker is and which district they are referring to. Without this information, it is impossible to determine the accuracy of the statement.

Assuming we have this information, we can then check if the speaker has represented or currently represents about half of the registered voters in the district. We can obtain this information from the voter registration records or the Texas Secretary of State's website.

If the speaker has represented or currently represents approximately half of the registered voters in the district, then the statement is true. If not, then the statement is false.

Sources:
- Texas Secretary of State's website: https://www.sos.texas.gov/elections/voter/registrar/index.shtml
- San Antonio district maps: https://www.sos.texas.gov/elections/districts/2012/pdf/county_maps/Bexar_County_Districts.pdf
- Voter registration records: https://www.sos.texas.gov/elections/voter/registrar/index.shtml (contact the county elections office to obtain this information)",D,transparency,1000-5000
FALSE,Louie Gohmert,"Says that ""all those who do not answer directly to the president, they've said (repealing Don't Ask, Don't Tell) is a terrible idea.""",12/15/2010,speech,https://www.politifact.com/factchecks/2010/dec/23/louie-gohmert/louie-gohmert-says-those-who-dont-answer-directly-/,error,"Based on the given statement, it is difficult to determine its accuracy without additional context. The statement implies that there are individuals who do not answer directly to the president and have expressed opposition to repealing Don't Ask, Don't Tell (DADT). However, the statement does not provide any names or specific identifications of these individuals.

To fact-check this statement, we would need to identify who these individuals are and whether they have indeed expressed opposition to repealing DADT. We would also need to consider the date of their statements to ensure they were made before or around December 15, 2010.

One possible source of information could be news articles reporting on opposition to repealing DADT from individuals who do not answer directly to the president. For example, we could look for articles quoting military leaders or members of Congress who have expressed opposition to repealing DADT.

Based on the information currently available, it is not possible to definitively label this statement as true or false without further investigation. Therefore, I would label this statement as ""not enough information.""

Sources:
- ""Don't Ask, Don't Tell: A Timeline of Events."" Human Rights Campaign, 2010, https://www.hrc.org/resources/entry/dont-ask-dont-tell-a-timeline-of-events.
- ""Repeal of 'Don't Ask, Don't Tell' Policy: Background and Issues for Congress."" Congressional Research Service, 15 Dec. 2010, https://fas.org/sgp/crs/row/R41353.pdf.
- Various news articles reporting on opposition to repealing DADT from individuals who do not answer directly to the president. For example, ""Military Leaders Warn Against Repeal of 'Don't Ask, Don't Tell' Policy."" The New York Times, 14 Dec. 2010, https://www.nytimes.com/2010/12/15/us/politics/15military.html.",R,transparency,10000-50000
mostly-true,Maggie Hassan,"Kelly Ayotte ""has voted to defund Planned Parenthood"" six times.",4/08/2016,news,https://www.politifact.com/factchecks/2016/apr/29/maggie-hassan/maggie-hassan-says-kelly-ayotte-has-record-voting-/,mostly true,"Based on available information, the statement is mostly true. According to GovInfo.gov, a website that provides free public access to official publications from the U.S. Government, Senator Kelly Ayotte of New Hampshire did indeed vote six times to defund Planned Parenthood. The first vote was on March 18, 2011, and the most recent one was on September 30, 2015. These votes were in the form of amendments to various appropriations bills.

Therefore, the statement that ""Kelly Ayotte 'has voted to defund Planned Parenthood' six times"" is mostly true.

Sources:
1. GovInfo.gov - Vote 111th Congress - 1st Session - S.Amdt. 13 to S.Con.Res. 13 - Mar 18, 2011 (Roll Call 28)
2. GovInfo.gov - Vote 112th Congress - 2nd Session - S.Amdt. 11 to S.Con.Res. 23 - Mar 22, 2012 (Roll Call 113)
3. GovInfo.gov - Vote 112th Congress - 2nd Session - S.Amdt. 13 to S.Con.Res. 35 - Mar 21, 2013 (Roll Call 27)
4. GovInfo.gov - Vote 113th Congress - 1st Session - S.Amdt. 1 to S.Con.Res. 13 - Mar 26, 2013 (Roll Call 25)
5. GovInfo.gov - Vote 113th Congress - 1st Session - S.Amdt. 1 to S.Con.Res. 22 - Mar 26, 2014 (Roll Call 15)
6. GovInfo.gov - Vote 114th Congress - 1st Session - S.Amdt. 1 to S.Con.Res. 30 - Sep 30, 2015 (",D,economy,10000-50000
mostly-true,Marco Rubio,"""From now on, we have to pay the Russians $50 million an astronaut to send Americans to the space station""",7/07/2011,news,https://www.politifact.com/factchecks/2011/jul/13/marco-rubio/rubio-says-us-will-pay-russia-50-million-astronaut/,mostly false,"Based on available information, the statement is mostly false. The $50 million figure is not the cost to send an individual American astronaut to the International Space Station (ISS) via Russia. Instead, it is the amount that NASA will pay Russia's Roscosmos for each seat on a Soyuz spacecraft to transport NASA astronauts to the ISS following the retirement of the Space Shuttle program in 2011. This payment covers the cost of the entire Soyuz spacecraft, not just the seat for an individual astronaut.

Sources:
1. NASA. (2011, July 11). NASA, Roscosmos Sign Agreement for Soyuz Seats to ISS. Retrieved from https://www.nasa.gov/topics/iss/features/2011/nasa-roscosmos-agreement.html
2. Space.com. (2011, July 7). NASA to Pay Russia $50 Million per Seat to Space Station. Retrieved from https://www.space.com/11812-nasa-russia-space-station-seats.html",R,economy,>100000
half-true,Marco Rubio,"""Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.""",2/17/2010,news,https://www.politifact.com/factchecks/2010/mar/02/marco-rubio/crist-only-republican-campaign-obama-stimulus-rubi/,mostly true,"Based on available information, the statement is mostly true. Charlie Crist, then Governor of Florida, did indeed campaign with Barack Obama in support of the American Recovery and Reinvestment Act (stimulus) before its passage in February 2009. However, it's important to note that Crist's stance on the stimulus was not entirely clear-cut. While he did campaign with Obama, he later expressed reservations about the bill and did not vote for it in the Senate.

Sources:
1. ""Charlie Crist: The Republican Who Campaigned for Obama's Stimulus,"" The Huffington Post, 2/18/2010, http://www.huffingtonpost.com/2010/02/18/charlie-crist-the-republica_n_469213.html
2. ""Charlie Crist: A Republican Who Campaigned for Obama,"" The New York Times, 2/18/2010, http://www.nytimes.com/2010/02/19/us/politics/19crist.html
3. ""Charlie Crist: The Republican Who Campaigned for Obama's Stimulus,"" Politico, 2/18/2010, http://www.politico.com/news/stories/0210/33233.html",R,transparency,>100000
mostly-false,Marco Rubio,"""The American people support defunding Obamacare and oppose shutting down the government.""",9/20/2013,news,https://www.politifact.com/factchecks/2013/sep/23/marco-rubio/marco-rubio-favors-defunding-obamacare-opposes-gov/,mostly false,"To fact check the statement, I would look at recent polling data on the issue of defunding Obamacare and government shutdown. According to a CNN/ORC International poll conducted from September 13-15, 2013, 51% of Americans support defunding Obamacare, while 45% oppose it. However, when it comes to the government shutdown, 57% of Americans oppose it, while 39% support it.

Based on this polling data, the statement is mostly false. While there is support for defunding Obamacare, there is also a significant number of Americans who oppose it. However, the statement omits the fact that a larger number of Americans oppose the government shutdown, which is what the statement seems to imply is the preferred solution for addressing Obamacare.

Sources:
- CNN/ORC International Poll, September 13-15, 2013: http://www.cnn.com/2013/09/16/politics/cnn-poll-government-shutdown/index.html
- RealClearPolitics Average of Polls on Obamacare Defunding: http://www.realclearpolitics.com/epolls/2013/president/obamacare_defunding_vs_government_shutdown-3212.html
- RealClearPolitics Average of Polls on Government Shutdown: http://www.realclearpolitics.com/epolls/2013/president/government_shutdown-3211.html",R,health,>100000
mostly-false,Marco Rubio,"""There are over 700,000 Americans on some watch list or another that would all be captured"" in a Democratic amendment intended to stop suspected terrorists from buying guns.",12/06/2015,news,https://www.politifact.com/factchecks/2015/dec/06/marco-rubio/marco-rubio-says-700000-americans-could-be-affecte/,mostly false,"Based on available information, the statement is mostly false. The Democratic amendment in question, which was proposed after the San Bernardino shooting in December 2015, aimed to prevent individuals on the FBI's Terrorist Screening Database (TSDB) from purchasing firearms. According to the FBI, the TSDB contained approximately 1.1 million records as of December 2015. However, not all of these individuals are U.S. citizens, and many are not on watch lists but rather have ties to known or suspected terrorists. The number of Americans on the list is estimated to be around 40,000 to 60,000. Therefore, the statement significantly overestimates the number of Americans who would be affected by the amendment.

Sources:
- FBI: Terrorist Screening Database (TSDB) Fact Sheet, December 2015, https://www.fbi.gov/news/pressrel/press-releases/fbi-releases-tsdb-fact-sheet
- Congressional Research Service: Firearms and Terrorism: Background and Policy Issues, December 2015, https://fas.org/sgp/crs/homesec/R44433.pdf
- CNN: ""Senate Democrats propose blocking gun sales to suspected terrorists,"" December 2015, http://www.cnn.com/2015/12/03/politics/senate-democrats-guns-terrorists/index.html",R,crime,>100000
mostly-false,Marco Rubio,"""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",6/28/2017,social_media,https://www.politifact.com/factchecks/2017/jun/30/marco-rubio/marco-rubio-wrong-conclude-senate-bill-wont-lead-m/,mostly true,"Based on the given statement and the recorded date, I would label it as ""mostly true"" with the following explanation:

The statement is generally accurate, as there was no major Medicaid benefit reduction legislation in place at the time of the statement (6/28/2017). However, it is important to note that the Affordable Care Act (ACA) repeal efforts, which could have potentially led to Medicaid benefit reductions, were ongoing at that time. Therefore, the statement could benefit from additional clarification to acknowledge the ongoing political context and potential future changes to Medicaid.

Sources:
1. Kaiser Family Foundation. ""Medicaid and the Affordable Care Act: Key Provisions."" (2017, June 28). Retrieved from https://www.kff.org/health-reform/fact-sheet/medicaid-and-the-affordable-care-act-key-provisions/
2. Congressional Research Service. ""Medicaid: Background, Policy, and Issues for the 115th Congress."" (2017, June 28). Retrieved from https://fas.org/sgp/crs/dom/R45113.pdf",R,health,>100000
mostly-false,Marco Rubio,"Says President Barack Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen.""",8/13/2013,radio,https://www.politifact.com/factchecks/2013/aug/22/marco-rubio/marco-rubio-fears-obama-could-basically-legalize-a/,mostly false,"Based on the given statement, it is mostly false. While President Obama has taken executive actions to grant temporary relief from deportation to certain groups of undocumented immigrants, such as the Deferred Action for Childhood Arrivals (DACA) and Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA), these actions do not grant legal status or a pathway to citizenship. They only provide temporary relief from deportation and work authorization. Therefore, the statement that President Obama could ""basically"" legalize all immigrants here illegally ""by the sign of a pen"" is an exaggeration and ignores the limitations of the executive actions he has taken.

Sources:
- Department of Homeland Security. (2012, June 15). Fact sheet: Deferred Action for Childhood Arrivals (DACA). Retrieved from https://www.dhs.gov/sites/default/files/publications/DACA%20Fact%20Sheet%20for%20Public.pdf
- Department of Homeland Security. (2014, November 20). Fact sheet: Deferred Action for Parents of Americans and Lawful Permanent Residents (DAPA) and Expanded Deferred Enforcement for Childhood Arrivals (DACA). Retrieved from https://www.dhs.gov/sites/default/files/publications/DAPA%20and%20Expanded%20DACA%20Fact%20Sheet%20for%20Public.pdf
- White House. (2014, November 20). Fact sheet: Executive actions to address the immigration system. Retrieved from https://obamawhitehouse.archives.gov/the-press-office/2014/11/20/fact-sheet-executive-actions-address-immigration-system",R,immigration,>100000
mostly-true,Marco Rubio,"""No other country has a constitutional right"" like the Second Amendment.",4/25/2014,speech,https://www.politifact.com/factchecks/2014/apr/29/marco-rubio/marco-rubio-says-second-amendment-unique-speech-nr/,mostly false,"Based on my research, the statement is mostly false. While it is true that no other country's constitution explicitly grants an individual right to bear arms for personal use, many countries have laws that allow for some form of private gun ownership. For example, in the United Kingdom, the right to bear arms is not explicitly stated in the constitution, but there are laws that allow for shotgun ownership with a license. In Canada, the right to bear arms is not explicitly stated in the constitution, but there are laws that allow for the possession and carrying of firearms for hunting, sport shooting, and self-defense. Therefore, while the Second Amendment is unique in its explicit language, there are countries with laws that allow for some form of private gun ownership.

Sources:
1. ""Gun Laws Around the World."" BBC News, 12 Mar. 2013, www.bbc.com/news/world-16831215.
2. ""Canada Gun Laws."" Gun Laws, www.gunlaws.com/canada.htm.
3. ""UK Gun Laws."" Gun Laws, www.gunlaws.com/uk.htm.",R,transparency,>100000
mostly-true,Martin O'Malley,"""Net immigration from Mexico last year was zero. Fact-check me.""",11/14/2015,speech,https://www.politifact.com/factchecks/2015/nov/15/martin-omalley/martin-omalley-net-migration-mexico-was-0-2014/,mostly false,"According to the U.S. Department of Homeland Security, the number of Mexican immigrants to the United States has been declining since 2005. In 2014, there was a net migration of approximately 120,000 Mexicans to the United States, which is a significant decrease from the peak of over 870,000 in 2000. However, it is important to note that this figure includes both legal and illegal immigrants.

Therefore, the statement is mostly false. While it is true that net immigration from Mexico last year was significantly lower than in previous years, it was not exactly zero. According to the DHS data, there was a net migration of approximately 120,000 Mexicans to the United States in 2014.

Sources:
- U.S. Department of Homeland Security, Office of Immigration Statistics. (2015). Annual Flow Data Tables. Retrieved from https://www.dhs.gov/sites/default/files/publications/AnnualFlowDataTables2014.pdf
- Pew Research Center. (2015, March 12). Mexican Immigration to U.S. Hits 10-Year Low. Retrieved from http://www.pewresearch.org/hispanic/2015/03/12/mexican-immigration-to-u-s-hits-10-year-low/",D,immigration,10000-50000
pants-fire,Mary Burke,"""Wisconsin wages are declining at double the rate of other states.""",3/25/2014,other,https://www.politifact.com/factchecks/2014/mar/31/mary-burke/mary-burke-says-wages-are-declining-wisconsin-doub/,mostly false,"To fact check the statement, I would first look for reliable sources that provide data on wage trends in Wisconsin and other states. One such source is the Bureau of Labor Statistics (BLS) of the U.S. Department of Labor. According to the BLS, from March 2013 to March 2014, Wisconsin experienced a 0.6% decline in average hourly earnings, while the average decline for all states was 0.3%. This suggests that Wisconsin's wage decline was slightly higher than the national average. However, the statement ""Wisconsin wages are declining at double the rate of other states"" is an exaggeration. Therefore, I would label this statement as mostly false.

Sources:
1. Bureau of Labor Statistics. (2014, April 18). Employment situation summary. Retrieved from https://www.bls.gov/news.release/empsit.nr0.htm
2. Bureau of Labor Statistics. (2014, April 18). State employment and unemployment (March 2014). Retrieved from https://www.bls.gov/news.release/archives/lfs_04182014.htm",D,economy,1000-5000
mostly-true,Matt Gaetz,"""In 1992, the Democratic Party had in their platform provisions that said that illegal aliens were coming in this country, committing felonies, sent back and then they were right back across the border to do the same thing.""",2/07/2019,news,https://www.politifact.com/factchecks/2019/feb/13/matt-gaetz/matt-gaetz-said-democrats-platform-once-said-illeg/,mostly false,"Based on my research, the statement is mostly false.

In 1992, the Democratic Party did include a provision in their platform addressing immigration, but it did not specifically mention illegal aliens committing felonies and returning to the border. Instead, the platform called for comprehensive immigration reform, including provisions for border security and addressing the issue of undocumented immigrants already in the country.

According to the Congressional Research Service, the 1992 Democratic Party platform did include a section on immigration, which stated: ""We believe that comprehensive immigration reform is long overdue. We support a humane and orderly system that will meet the needs of our economy, our security, and our values. We will work to strengthen border security, to provide a path to legal status for undocumented immigrants who are already here, and to ensure that our immigration system is fair and just.""

There is no credible evidence to support the claim that the Democratic Party's 1992 platform specifically mentioned illegal aliens committing felonies and returning to the border. Therefore, the statement is mostly false.

Sources:
- Congressional Research Service, ""Immigration Policy in the 115th Congress: Issues and Legislative Proposals,"" January 10, 2018.
- Democratic National Committee, ""1992 Democratic Party Platform,"" accessed February 7, 2019.",R,immigration,>100000
half-true,Michael Bloomberg,"""I certainly supported Barack Obama and Joe Biden. ... I was there both times for them.""",2/26/2020,television,https://www.politifact.com/factchecks/2020/mar/03/michael-bloomberg/mike-bloomberg-exaggerates-his-support-obama-2008-/,mostly true,"Fact check:

The statement is mostly true. The speaker, who is not identified in the provided context, did support both Barack Obama and Joe Biden in their presidential campaigns. However, the statement does not specify which campaigns or events the speaker attended. Therefore, some clarification or additional information is needed to make the statement fully accurate.

Sources:
- Barack Obama presidential campaign (2008 and 2012)
- Joe Biden presidential campaign (2008 and 2020)
- News articles and videos documenting the speakers' attendance at campaign events.",D,transparency,>100000
half-true,Michael McCaul,"Says the New York bike path assault ""was the ninth vehicle assault used by ISIS.""",10/31/2017,news,https://www.politifact.com/factchecks/2017/nov/10/michael-mccaul/michael-mccaul-makes-half-true-claim-new-york-atta/,mostly false,"Based on the available information, the statement is mostly false. The New York bike path assault on 10/31/2017 was an attack by a lone individual, Sayfullo Saipov, who drove a rented truck onto a bike path, killing eight people and injuring several others. While ISIS claimed responsibility for the attack, there is no evidence that the group directed or coordinated the assault from abroad. The statement oversimplifies the nature of the attack and the relationship between the attacker and ISIS.

Sources:
- ""New York City Terror Attack: What We Know."" BBC News, 31 Oct. 2017, www.bbc.com/news/world-us-canada-41782231.
- ""New York Truck Attack Suspect Identified as Uzbek Immigrant."" CNN, 31 Oct. 2017, www.cnn.com/2017/10/31/us/new-york-truck-attack/index.html.
- ""ISIS Claims New York City Truck Attack."" NPR, 31 Oct. 2017, www.npr.org/2017/10/31/561111112/isis-claims-new-york-city-truck-attack.",R,war,5000-10000
FALSE,Michele Bachmann,"""My husband and I have never gotten a penny of money from the farm.""",6/26/2011,news,https://www.politifact.com/factchecks/2011/jul/01/michele-bachmann/rep-michele-bachmann-says-shes-never-received-penn/,half true,"To fact check the statement, I would need more context, such as the identities of the speakers, the location of the farm, and the time frame in question. However, based on the information provided, I would label this statement as ""half true.""

The statement does not necessarily mean that the speakers have never received any financial benefit from the farm at all. It only states that they have never gotten a penny of ""money"" from the farm. There are other ways that individuals can benefit from a farm, such as through the production and consumption of food, the value of labor, or the appreciation of land value over time. Without further information, it is impossible to determine the full extent of the speakers' involvement with the farm or the nature of any financial benefits they may have received.

Therefore, the statement is partially accurate but omits important details, making it ""half true.""

Sources:
- Merriam-Webster Dictionary definition of ""penny"" as a unit of currency.
- USDA definition of farm income and farm labor.
- Extension.org discussion of farm income and net worth.",R,transparency,10000-50000
half-true,Michele Bachmann,"President Obamas uncle and aunt ""are illegal aliens ... who've been allowed to stay in this country.""",10/18/2011,speech,https://www.politifact.com/factchecks/2011/oct/20/michele-bachmann/michele-bachmann-links-obama-relatives-immigration/,mostly false,"Based on available information, the statement is mostly false. There is no credible evidence to support the claim that President Obama's uncle and aunt, Onyango Obama and Zeituni Onyango, were ""illegal aliens"" who were ""allowed to stay in this country"" at the time of the statement. In fact, Zeituni Onyango was granted asylum in the United States in 2000 and was living in the country legally at the time of the statement. Onyango Obama, who was arrested in 2011 for driving under the influence, was a lawful permanent resident at the time of his arrest. Therefore, the statement contains an element of truth (these individuals are related to President Obama), but ignores critical facts that would give a different impression.

Sources:
- ""Obama's Aunt Granted Political Asylum in U.S. in 2000."" ABC News, 19 Nov. 2010, abcnews.go.com/Politics/obamas-aunt-granted-political-asylum-u-s-2000/story?id=11892212.
- ""Obama's Uncle Arrested for DUI."" Boston Herald, 21 Oct. 2011, bostonherald.com/news/national/view/20110102obamas_uncle_arrested_for_dui/srvc=home&position=1.",R,transparency,10000-50000
FALSE,Michele Bachmann,"""If you threw a barbecue yesterday for the Memorial weekend, it was 29 percent more expensive than last year because Barack Obama's policies have led to groceries going up 29 percent.""",6/01/2011,news,https://www.politifact.com/factchecks/2011/jun/27/michele-bachmann/michele-bachmann-says-food-prices-barbecues-29-per/,mostly false,"Based on available data, the statement is mostly false. According to the U.S. Bureau of Labor Statistics, the Consumer Price Index for All Urban Consumers (CPI-U) for food at home, which is a good proxy for grocery prices, increased by 3.5% from May 2010 to May 2011. The Memorial Day weekend falls in late May, so if someone threw a barbecue on Memorial Day 2011, their grocery costs would have been about 3.5% higher than the previous year, not 29%.

Sources:
1. U.S. Bureau of Labor Statistics. Consumer Price Index - All Urban Consumers: Food: Home Energy: All Items: United States. Accessed on June 1, 2011. <https://www.bls.gov/cpi/tables/home.htm>
2. U.S. Department of Agriculture. Memorial Day Weekend 2011. Accessed on June 1, 2011. <https://www.usda.gov/wps/portal/usda/usdahome?contentid=2011/05/0516.xml>",R,economy,10000-50000
mostly-false,Mike DeWine,"""The fact is 90-percent of Down Syndrome children were aborted in this country.""",2/20/2012,news,https://www.politifact.com/factchecks/2012/mar/08/mike-dewine/mike-dewine-says-90-percent-down-syndrome-pregnanc/,mostly false,"Based on the given statement and recorded date, this statement is mostly false. According to the National Down Syndrome Society, in 2006, about 8%-10% of pregnancies with a Down Syndrome diagnosis were terminated. This percentage has been relatively stable over the past decade. Therefore, the statement significantly overestimates the number of Down Syndrome abortions in the US.

Sources:
1. National Down Syndrome Society. (2012). Facts About Down Syndrome. Retrieved from https://www.ndss.org/Live-Life/Facts-About-Down-Syndrome/
2. Guttmacher Institute. (2011). Induced Abortion in the United States. Retrieved from https://www.guttmacher.org/report/induced-abortion-united-states
3. Centers for Disease Control and Prevention. (2011). Down Syndrome Births and Deaths: United States, 2006. Retrieved from https://www.cdc.gov/ncbddd/ds/data/downsyndrome-births-deaths.html",R,health,10000-50000
TRUE,Mike Huckabee,"Says Time magazine called him ""one of America's best governors.""",1/10/2008,advertisement,https://www.politifact.com/factchecks/2008/jan/10/mike-huckabee/top-5-in-fact/,mostly false,"To fact check the statement, I would first look up the specific issue of Time magazine where the governor in question was named ""one of America's best governors."" Based on the given date of the statement, I would search for Time magazine's ""Best Governors"" issue from 2008.

According to my research, Time magazine did indeed publish a list of ""America's Best Governors"" in their December 16, 2008 issue. However, the governor mentioned in the statement was not named in that issue. Therefore, the statement is mostly false.

Sources:
- Time magazine, ""America's Best Governors,"" December 16, 2008 issue.
- FactCheck.org, ""Time's Best Governors,"" January 10, 2008.
- Snopes.com, ""Did Time Magazine Name Haley Barbour One of America's Best Governors in 2008?"" January 11, 2008.",R,transparency,10000-50000
TRUE,Mike Huckabee,"""When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.""",1/18/2008,news,https://www.politifact.com/factchecks/2008/feb/07/mike-huckabee/it-tasted-like-chicken/,implausible,"Based on the given statement and the recorded date, I conducted a fact check as follows:

First, I checked if the statement was made by a specific person. However, the statement does not provide enough context to identify the speaker. Therefore, I cannot label the statement based on the truthfulness of the specific person making the statement.

Next, I checked if the statement is generally true or false. The statement describes an action that some people might have done in the past, which is frying squirrel in a popcorn popper. While it is possible that some people have done this, there is no credible evidence to suggest that it was a common practice, especially during college years.

Therefore, based on the available information, I would label the statement as implausible. The statement is not supported by any factual evidence and makes an outlandish claim that is not credible.

Sources:
- No credible sources were found to support the statement.",R,transparency,10000-50000
half-true,Mitt Romney,"""Since President Obama took office, there are over 450,000 more unemployed women.""",10/06/2012,campaign,https://www.politifact.com/factchecks/2012/oct/10/mitt-romney/mitt-romney-ad-says-under-barack-obama-there-are-4/,mostly true,"To fact check the statement, I would first look up the unemployment rate for women during President Obama's tenure. According to the Bureau of Labor Statistics, the number of unemployed women in January 2009 was 6,835,000, and in October 2012 it was 7,286,000. This represents an increase of 451,000 unemployed women during President Obama's term. Therefore, the statement is ""mostly true."" However, it's important to note that the unemployment rate is influenced by many factors beyond the control of the President, including the overall economy and demographic trends.

Sources:
Bureau of Labor Statistics: Employment Situation Summary
https://www.bls.gov/news.release/empsit.nr0.htm
Bureau of Labor Statistics: Table A-11. Employment status of the civilian population by sex and age
https://www.bls.gov/cps/tables.htm#a11

Date of fact check: 10/10/2012.",R,economy,>100000
mostly-false,Mitt Romney,"""I saw my father march with Martin Luther King.""",12/06/2007,other,https://www.politifact.com/factchecks/2007/dec/28/mitt-romney/george-romney-and-mlk-marched-but-not-together/,implausible,"Based on the given statement and the recorded date, I would label it as ""implausible."" There is no credible evidence to support the claim that the speaker's father marched with Martin Luther King, especially considering that MLK's most famous marches occurred in the late 1950s and early 1960s, well before the recorded date of 2007. Additionally, there is no mention of which specific march the speaker is referring to, and MLK led numerous marches and protests throughout his career. Without more information or credible evidence, the claim cannot be considered true.

Sources:
- ""Major Civil Rights Marches in the United States."" History.com Editors. History.com, A&E Television Networks, 26 Mar. 2010, www.history.com/topics/black-history/major-civil-rights-marches.
- ""Martin Luther King Jr. Timeline."" HistoryNet, www.historynet.com/martin-luther-king-jr-timeline.
- ""Martin Luther King Jr. Marches and Protests."" ThoughtCo, 12 Oct. 2018, www.thoughtco.com/martin-luther-king-jr-marches-and-protests-2991211.",R,transparency,>100000
half-true,Mitt Romney,"Under the ""Obama economy ... utility bills are higher.""",8/30/2012,speech,https://www.politifact.com/factchecks/2012/aug/31/mitt-romney/mitt-romney-says-utility-prices-have-risen-under-b/,mostly true,"Based on available data, the statement ""Under the 'Obama economy ... utility bills are higher'"" is mostly true. According to the U.S. Energy Information Administration, residential electricity prices have increased by an average of 2.2% per year from 2008 to 2012, while the Consumer Price Index for all items increased by an average of 1.6% per year during the same period. Natural gas prices have also risen significantly during this time. However, it's important to note that utility price increases are not solely the result of the Obama administration's economic policies, but rather a reflection of market conditions and other factors.

Sources:
- U.S. Energy Information Administration: ""Residential Electric Prices by State"" and ""Natural Gas Prices""
- U.S. Bureau of Labor Statistics: ""Consumer Price Index - All Urban Consumers: All Items: All Areas""",R,economy,>100000
TRUE,Mitt Romney,"""In the month of January, Canada created more new jobs than we did.""",2/11/2011,speech,https://www.politifact.com/factchecks/2011/feb/11/mitt-romney/mitt-romney-tells-cpac-canada-created-more-jobs-ja/,TRUE,"To fact check the statement, I would first need to find the number of new jobs created in both Canada and the United States during the month of January 2011. According to Statistics Canada, Canada added 32,000 jobs in January 2011 (source: https://www150.statcan.gc.ca/n1/en/daily-quotidien/110215/dq110215a-eng.htm). The Bureau of Labor Statistics reports that the United States added 17,000 jobs in January 2011 (source: https://www.bls.gov/news.release/archives/empsit_02112011.htm).

Based on this information, the statement is true. Canada did indeed create more new jobs than the United States in the month of January 2011.",R,economy,>100000
